cars_passed,lanes_crossed,max_speed,avg_speed,closest_same_lane,closest_any,crashed
3,3,29.91556609993865,22.89915382690185,6.180447792226793,2.068167314560612,0
5,8,29.99025591664484,23.82227147418754,5.710075146196771,2.0,0
1,28,29.98096020688108,22.820871985268198,8.69556376851037,8.63076250272946,0
4,10,29.993486302028764,23.6662018093517,7.326534860293536,2.0000000000000107,0
4,7,29.941153919945574,23.323546815097327,18.41806546528278,8.57947580494012,0
0,21,25.526913032980765,21.206377252785007,27.918905330903378,13.893547776792587,0
0,22,29.36893614949757,22.2326996878512,10.340653078542774,9.243833425302263,0
6,8,29.999999383921054,24.97763220620175,3.9319640148251582,1.9999999999301004,0
3,2,29.887541388111092,20.9901509462693,84.14335938957416,1.9739357595259848,0
3,3,29.99820857217333,23.793063459897283,9.842308469258338,1.9998470736991156,0
5,2,29.999971459851213,24.087004648073147,19.0516829470924,1.9999998333037565,0
2,8,29.99621787497192,22.689304481553826,14.73499246768218,2.0,0
6,9,29.99999491459754,26.13933802226469,19.061446559586667,1.9999951040241122,0
2,5,29.998151868798676,22.2320319370746,29.563339742943946,10.133757205370229,0
1,33,29.784861496683774,23.060503857378794,3.583733587836772,2.757781085272314,0
1,18,25.0,21.93213411713318,7.88338037376074,7.87560969872519,0
1,26,25.0,21.490066340589962,3.9384181412765287,3.641649495827742,0
3,24,29.999335032686194,22.530609029176393,4.06840001405275,1.0950659933324696,0
5,21,29.993166060690342,24.17693034965559,3.2835696339366636,2.011888564979963,0
0,10,28.682068435276186,20.742633787607126,20.685954348421536,9.723922522844342,0
0,24,28.793325474850594,21.07373444861825,14.434828498042009,8.477059003068598,0
1,47,29.39426704197165,22.346574432383505,6.324048140308202,6.324048140308202,0
1,47,29.99515988623886,22.596776386002453,2.333046776588676,2.333046776588676,0
2,3,29.943589430424648,22.736505191654327,11.768358701865235,2.002436917880087,0
4,0,29.943589430424648,21.404885443236264,38.06314840062208,8.567244023081603,0
5,7,29.997470612122406,23.295661201600158,5.1678789839459975,5.1678789839459975,0
2,17,29.7758055009339,22.68076088386651,2.605154240046645,2.605154240046645,0
3,13,25.0,22.019970440587215,12.038702260149575,12.038702260149575,0
3,0,29.678233007064293,21.816773107913974,21.335505735092454,6.090864930172305,0
3,15,29.923553743423177,22.54932383772032,3.4369105663572754,3.4369105663572754,0
2,24,28.875410255677913,22.515856986892725,9.309519102403373,5.999884595419776,0
5,41,29.99994310971007,24.16263903316551,6.194625054888198,6.194625054888198,0
1,10,25.0,21.23932252932898,7.428319416881796,7.428319416881796,0
3,19,29.985806287071846,22.987513503986992,4.068173632175566,3.087643145579448,0
2,30,29.945853749592004,22.684671838990518,10.932608586270248,2.7828117448929834,0
0,51,25.0,21.272435054208078,4.4142610922829135,4.4142610922829135,0
0,24,25.0,20.9933811183409,5.911596413073539,5.716728217606225,0
0,14,28.683204248143625,21.528594235982982,12.908796147761528,12.533288469488292,0
2,3,29.841215233230315,21.736011271050828,9.568988672031482,2.0072199947906473,0
2,30,29.94437337105732,22.904256767151765,3.425493703443333,3.425493703443333,0
6,2,29.7758055009339,24.4181057671971,9.32745233297393,1.9967684484779795,0
1,8,26.40489218599991,22.133159291118957,7.263666692527079,4.804144351284436,0
3,13,29.999971463157824,23.292302661759027,8.251843252195503,2.2761430337489768,0
1,16,29.88731528959707,22.410319829757537,11.90279152590651,6.391921179822829,0
2,17,29.99968075894931,24.218548099290558,13.206083510224746,6.084720133298214,0
5,6,29.999992819718916,25.516913815369655,11.435863154138726,2.0000000000002105,0
5,9,29.99984629275359,22.95996038930293,6.700734992557793,6.700734992557793,0
3,7,29.961652062792442,22.29892096067271,7.527940344093073,7.527940344093073,0
5,5,29.978800204223116,24.616805861591324,5.085449261011164,1.9999510972885735,0
5,21,29.99412451082222,24.096665390309134,5.178811993528018,2.0,0
2,25,29.99828048037525,22.702303884313984,2.6702988212183185,2.6702988212183185,0
0,45,28.740136456105283,21.628613693408237,8.177969304340547,8.177969304340547,0
4,2,29.99820857217333,23.31486251078402,5.468834324983586,2.0,0
3,26,29.867515037264823,22.23269811708689,1.9328736688521677,1.9328736688521677,0
3,15,29.999961325034704,24.33774830936326,8.240157761195533,1.9999956289799221,0
4,5,29.862021985910463,23.722517933588076,5.073705441643844,1.9999999999963722,0
8,3,29.99583021062004,25.584832011631264,13.602462219709961,1.9999903834074662,0
2,10,29.811377519211398,21.832539896995733,2.6560908626368214,2.6560908626368214,0
2,17,29.97170379123158,22.23203243663582,0.9927306644738354,0.9927306644738354,0
1,2,29.108975963372252,20.908196701514413,95.91546371219407,4.952683978591774,0
1,8,29.784804663654963,21.210823817655303,1.3861355596724323,1.3861355596724323,1
5,0,29.993166051741706,21.998462584558148,56.897595697027896,22.000000000000007,0
0,6,27.59261522327002,20.44462054257401,12.338475939989078,12.338475939989078,0
2,8,29.7758055009339,22.76133463345618,6.402622308291457,5.999741828410793,0
1,4,29.5709922982075,20.919892262206737,10.139214481039437,1.999999999999881,0
4,4,29.999567354204014,23.919417574141974,19.943860286766654,10.000000000000021,0
3,5,29.108975963372252,22.29173153873081,11.612341839565428,11.346187072354942,0
0,35,26.602708264918853,21.570443226190623,11.026622467947675,11.026622467947675,0
0,42,29.39458628092118,22.914168742227268,5.969532359385242,5.5297565747073385,0
3,58,29.91829435854089,22.13336226442646,9.214590434299554,4.083199786622722,0
0,37,29.394267040783983,21.712026500287358,8.564731741925304,6.933555018131062,0
0,39,27.59265460932419,22.251736535009556,7.880905663517657,7.880905663517657,0
3,10,29.99465154369881,23.197442303114887,8.700690901785393,2.0000000003376597,0
2,34,26.603423584808056,21.92064226961793,8.692473301978819,8.692473301978819,0
3,2,29.97170379123158,22.630051006144566,15.492271171403319,1.9999999999979825,0
3,11,29.86833832989056,24.153228452814684,6.76478004821958,1.999997957542094,0
1,25,28.411280118659736,22.473704875833334,11.684721025306157,5.999999931538988,0
1,4,25.526276602967258,21.471110339406167,8.741351445674502,5.999999999993037,0
3,8,29.99968075894931,22.72938875406116,5.1579268966462015,5.1579268966462015,0
0,34,26.4996761103959,21.92690624279276,11.282008469107874,10.376769100794325,0
2,5,29.943587988460926,21.868460633164265,36.87242201340236,13.465204688958348,0
3,22,29.943589430424648,24.041542384569002,6.917511911514914,5.885954513459259,0
0,40,25.0,21.60228112737313,11.751179759259127,6.234867682807758,0
5,20,29.925280788779798,23.68694116419763,28.469434457240368,5.984023925312932,0
2,34,29.99288026575095,24.48387282056617,6.191497359454134,6.191497359454134,0
4,6,29.52601259701123,23.490974464490684,9.105707389916407,3.724475142182469,0
5,28,29.960047462490476,23.78913916256394,3.636819676142486,3.636819676142486,0
1,1,25.322380399967983,22.024419213052592,16.817303973956164,16.817303973956164,0
9,10,29.9999999999987,27.65914492204681,19.07639022882228,1.999999999999997,0
7,9,29.999943166302252,26.16612622373258,12.326998363766847,1.9999989188412841,0
2,28,29.99363911159765,23.13215490950359,4.823793502906727,4.823793502906727,0
0,42,25.0,21.849748844745175,10.061250266429317,10.061250266429317,0
7,5,29.999886585030364,24.30330459480712,6.069229603879913,5.992161658959809,0
4,16,29.943589430424648,22.265755343958165,5.96560046868261,5.96560046868261,0
2,16,29.999700021678546,24.21818650568085,3.750877408155178,3.750877408155178,0
5,12,29.943759201286326,23.66310369156171,2.6300007103815752,2.0193498682772546,0
0,0,25.0,21.007534449858777,29.337089747252207,7.305377480490489,0
0,20,27.32917693386089,21.039703699058347,8.745425773979187,7.015540396503732,0
3,26,29.980525356229474,24.086762288129314,14.680588719317335,13.241738501692177,0
2,20,29.92035168331781,22.758630860597833,15.191865573873983,7.299631859441106,0
0,1,25.0,21.3055476744855,21.281873996461467,11.637536498817543,0
2,2,29.887541388111092,22.92806425117147,7.383426226780599,2.0,0
2,3,29.887541388111092,22.199587414818616,8.148111457034645,1.9999999999992313,0
2,4,29.996428657107995,24.10402659988966,3.019153513752731,3.019153513752731,1
6,4,29.999997449101986,24.248963963835177,9.474313230120174,5.99824379983842,0
3,17,29.999959707702658,23.549718749128203,4.0278281462685355,4.0278281462685355,0
1,23,28.295616120928788,22.19958112170012,4.587586986208524,4.587586986208524,0
0,38,25.651364522583922,21.920610866294705,11.368633729940749,10.86659559597293,0
3,17,29.988289587229698,22.928064251065557,6.996510675830646,1.904085120409024,0
2,3,29.97170379123158,21.47111060879918,19.70104720494913,10.42694018488755,0
3,19,29.999945396917518,23.40603321990115,8.90087577709425,1.9997642301311704,0
0,11,27.491940873719926,21.908806035583744,15.953798627995099,9.99999856058412,0
4,1,29.998682817339112,22.961117888895533,41.023151304685825,5.3358291229663015,0
1,10,28.125057746242376,22.368402347541632,5.406966602482204,2.567658005498566,1
1,29,29.184820492354973,22.464484457510043,0.9132932990640993,0.9132932990640993,0
4,11,29.985808059454037,24.470198634603765,7.217488141038388,1.999772072250706,0
4,15,29.918280067527313,23.697163921640232,4.26518216919615,4.1975778747073,0
4,11,29.883471325943386,24.40398198875155,4.862469737235686,4.862469737235686,0
3,18,29.14476920726268,21.537185201627018,5.85623548768609,5.85623548768609,0
3,11,29.994863330349762,23.126739012003718,5.255516248224564,2.000000052369959,0
1,21,29.84761012324354,22.16647479918406,5.116339741130395,5.116339741130395,0
8,9,29.999999989775663,25.509885904663694,6.415935734863504,6.0,0
0,6,26.458772016460905,20.87508411873295,12.410570782688401,8.042564005606195,0
3,17,29.961651156549443,22.955755425513924,10.830969613450229,2.3097137014670888,0
1,5,28.67041442877959,22.517055947363417,6.084449503405269,6.084449503405269,0
3,3,29.99968075894931,23.419291561519838,5.64825451441825,2.0,0
1,18,29.94585439258514,22.456130498846534,10.882725408874197,5.2253307532657125,0
0,8,25.0,21.20620739271836,9.539614183581737,9.238119794679546,0
5,8,29.981623953151395,23.622740853103487,4.006338499172857,2.0,0
2,6,29.681673707038964,21.50298558140107,17.77666406130343,13.569504037251075,0
2,15,29.978726845120132,23.25894778448649,3.2878047135604413,1.9996471457480416,0
4,38,29.993166051758955,24.077442388991194,6.24731260293639,5.992739342752337,0
7,4,29.998731229129938,23.524090741246997,21.21252617455772,5.999999999991495,0
1,9,29.36893614949757,22.24648970731816,7.611879655026664,7.611879655026664,0
0,25,25.0,21.73593505863871,15.26299354830106,13.882369287928249,0
2,5,25.0,20.90819670151441,22.23015541524987,3.5824808941798154,0
0,14,25.0,21.800956005357744,9.790076209313384,9.790076209313384,0
3,25,29.97995933473624,23.521846633968217,3.6883107518196807,3.6883107518196807,0
3,13,29.98594679990049,22.03263618510936,3.859576653093323,3.859576653093323,0
1,17,29.683290793614894,21.48100081099575,4.26217116157494,4.26217116157494,0
3,40,29.99902499915305,23.471565690333666,11.739658163910878,9.723557189519934,0
2,1,29.92035168331781,22.609915057226242,21.654757900243244,6.352708886933804,0
4,8,29.961651156549273,22.582781436540653,6.400674742299112,5.841801818079503,0
7,6,29.99981327893702,24.683029899097928,7.762251275127937,2.7323757635171395,0
3,30,29.915743970735605,23.047096980336338,7.569243350543428,1.9999999431612037,0
2,6,29.986386160548854,22.27137701895062,7.400693232297925,0.4379211924661659,1
3,15,29.99743035014069,23.287469828082624,4.018709344442435,4.018709344442435,0
3,10,29.999363569528036,22.937584199042906,4.174380212282424,4.174380212282424,0
3,0,29.999693853655607,23.939989882484284,31.574359466024305,2.0,0
1,22,29.335981830245327,23.45531542895184,8.05573743345571,8.05573743345571,0
0,20,25.0,21.126914953338144,19.227014990378866,7.726256232758907,0
2,2,29.911505006966248,22.060131023222503,11.827313369603,2.008241682160386,0
5,2,29.999999959365056,25.019884461784653,15.461402107750727,2.0000536148506374,0
3,26,29.915545028947808,23.41082419182199,1.6854997116026234,1.6854997116026234,0
6,20,29.985806287071846,24.0171770589378,3.914141989776577,2.0000000000000133,0
4,12,29.999137790415503,23.556504762320557,19.620902601243472,3.1675318472362175,1
0,49,25.0,21.801914484399997,11.591356655984443,11.591356655984443,0
4,15,29.99675546884509,23.883445276080995,10.35044130513473,1.9818523751825947,0
1,6,25.0,21.50411734139228,13.350987302444764,2.4144972241731475,0
1,4,27.337528549805963,21.209926980526316,23.48199836264193,7.919141670379475,0
1,18,29.696157194476047,21.173095946744912,5.551897817329677,5.551897817329677,0
1,6,26.326223348374725,20.871404283507978,9.97034117948077,8.830341183664244,0
1,36,27.311011794282628,22.02939043469156,8.622376312219744,2.475137941759495,0
3,10,29.832523230559538,22.630049755273735,8.848623962505902,8.661359911972037,0
2,4,26.458772016460905,21.934686767739574,6.858098364993522,1.9999997466705621,0
0,11,25.0,21.290203580016335,10.399182972758569,9.690158695259953,0
1,10,29.88751888005734,21.6043143138278,6.687816275394249,4.221520926244889,0
1,17,28.135452278240663,21.47088755687326,6.4957981702724155,3.2183824091793922,0
3,0,29.92126297246926,22.663163588931617,38.27143350593303,2.0,0
2,12,29.7848449559523,21.82816234823463,33.377268437722556,5.884704811189947,0
3,12,29.941373637931463,23.32530450583112,5.678304185663217,1.9988410322924917,0
3,23,29.999979695546344,24.38470864400685,7.676101932247047,5.999228154639343,0
1,32,29.993168737037408,23.410599661383706,4.907559813152833,4.885711517133672,0
4,7,29.92378202291932,24.22214853928388,7.443681239143586,2.000000000000007,0
4,21,29.999693573473646,24.35128310218408,2.6541901721505807,2.000000086054145,0
0,48,25.0,21.523821087406787,11.063225625043328,11.040645645608825,0
0,19,28.29506000886832,21.640863754719078,13.451982950128961,13.451982950128961,0
3,13,29.696157212991725,22.69144288419779,3.0271288862349506,2.9862058821632917,0
3,5,29.97170379123158,25.177149746057147,0.7890580848213516,0.7890580848213516,1
3,2,29.892055486622336,22.2988997595786,35.79596375066911,8.351954046443675,0
0,4,25.0,20.212832463103823,21.26361411390074,17.210057745794934,0
3,8,29.83618928019733,20.941309284295873,1.4936736538372566,1.4936736538372566,0
3,8,29.99757304794453,23.28704395864002,11.194379580213145,1.9998769020571472,0
2,1,26.601142938160624,20.3783953770111,50.03186997636241,18.000015906249544,0
3,7,29.92354877591922,22.365150343394088,5.522387480927122,1.99626870074608,0
2,3,29.95647611959853,21.4094899109753,4.123456448685428,4.123456448685428,0
2,4,29.92360842344217,21.835349019395185,16.0135699960193,1.999999999252486,0
2,10,29.966876801756644,23.486532309595066,9.458711917515686,5.999999999994578,0
1,31,29.907139229674417,22.166472280117905,10.021398841479957,6.123936957403533,0
3,6,29.532929236154665,22.86096099034901,6.998665830359012,1.9968016029647355,0
2,35,29.940204034141285,22.429166368400256,20.097944431848934,18.87630766220542,0
1,29,25.0,21.12582910591898,18.10695700763011,13.661996165961426,0
1,43,27.75998187667273,21.702898688232693,5.985039980655392,5.985039980655392,0
2,5,29.86867630042456,22.133362146094647,8.951734585934332,4.130419471089361,0
0,42,29.98637602243087,21.822472513270828,7.340139118189435,7.286612993525484,0
2,20,29.943588151322494,24.13913336709866,3.4256675136635617,1.9999998502988907,0
0,19,25.0,21.68198708030979,14.965581254508379,14.67499616728079,0
1,1,28.167267597953924,21.20756534416145,32.68334342319321,5.9999999999999964,0
2,9,29.999922899531214,23.44274121146475,16.680640040661437,7.616328715226624,0
0,18,25.0,21.627605479129407,8.482464369945475,8.190452639156087,0
3,13,29.957672250150384,22.96117621358926,3.538779630491609,2.0483190646471847,0
1,38,28.15081657082374,22.460020609554892,6.6237036393310555,6.6237036393310555,0
3,3,29.94180388840435,23.22422586564046,12.495338113172664,1.9999999999999978,0
0,39,25.0,21.503430125177154,14.221286733143044,14.221286733143044,0
0,22,25.0,22.247190847513508,7.068948507025723,7.068948507025723,0
5,3,29.999996176782727,23.060514582309104,32.59564003324446,5.999999999908368,0
4,10,29.999996398286097,23.788950628503166,8.308944361878117,1.9999977597633647,0
3,41,29.985806287071846,23.522286433260803,7.77309515101691,6.376286058916025,0
0,28,25.0,21.314717128979495,15.346048680314912,13.20150377739443,0
5,12,29.527547153834224,24.529862228051307,3.2621248707562924,3.2621248707562924,0
2,8,29.91692581481415,22.801721430012197,2.4961409694835153,2.4961409694835153,1
6,4,29.99538806034394,24.385017858607714,24.69419915711001,5.999998398416798,0
2,29,29.9809605125036,23.424110699572054,7.860239301248607,4.024117359689662,0
2,7,28.741927883816647,21.272435112110436,8.135537262099872,5.966123156197952,0
2,4,29.92118046628917,21.139984780984605,36.925508527791926,3.577065169519435,0
0,2,25.0,20.775746370388582,14.568750434089836,10.2444108729288,0
2,30,29.996573290301058,22.49754346675145,4.599601232539167,4.570229523115295,0
7,8,29.99999983850311,25.974401465930036,6.352047498053375,1.9999999999999973,0
2,22,29.998731229129938,22.38771012155455,6.242317675426638,6.018518230167529,0
5,21,29.99999613377627,24.725803287276726,10.385498488167938,2.000000019132684,0
2,10,29.96997130415478,22.894951668401823,15.296111388630028,2.1332714669631514,0
0,0,25.0,20.345282794229647,48.15885002196342,9.333960901034654,0
2,2,29.841215233230315,22.77458909552687,7.339131219081921,2.0,0
4,18,29.99865309261321,24.31398432003552,3.397697516995771,1.9176898367161308,0
1,14,25.0,21.5704470659087,4.916135925768533,4.7011450575198825,0
3,20,29.97651678486223,24.185992779595246,13.861824163807704,5.999991089936686,0
2,14,29.881297747190235,21.769123510495106,2.1423467846850976,2.1423467846850976,0
2,12,29.97170379123158,22.596931028877993,7.844673998665752,2.0846459266234665,0
0,45,28.79242761837779,21.861305031307925,7.59633440110585,7.59633440110585,0
3,0,29.999971463157824,25.11099818619856,58.10845875213579,2.0002452604465146,0
3,0,29.997470612122406,21.669786105487923,5.073771986767952,4.144341761810016,0
1,27,29.526417637406933,21.83534854019482,3.797268400180144,2.157694234311855,0
3,22,25.20196867114761,22.14939464805375,0.5183868243979886,0.5183868243979886,1
2,13,29.995160528080664,22.530243331509006,8.386346326666056,5.222599769997228,0
1,2,29.9899473653177,21.751568907088153,28.61203245548349,8.69353271823953,0
4,6,29.997572783544094,22.16647484720977,3.475760021742363,3.475760021742363,0
5,0,29.99954925092062,22.00091193330249,35.888995410433665,6.0,0
2,25,29.7758055009339,23.02001174225967,7.377315991905385,7.377315991905385,0
6,9,29.98697023320064,24.159345690103116,0.7794544016628326,0.7794544016628326,0
4,13,29.999959707702658,22.86728552625439,66.51316773862598,8.669906375094646,0
2,28,29.95782367923026,23.08578158724112,5.231370370564037,5.231370370564037,0
1,10,29.3942670494928,22.06016360113705,8.539355297546042,8.539355297546042,0
3,27,29.997470612122406,23.03706252155238,14.360250059391655,1.999999534735978,0
2,8,29.95878286021686,22.397410592056577,3.197126347632093,3.197126347632093,0
3,10,29.021957505266055,22.308276801334042,6.0447664808043235,1.9999618215506922,0
3,4,29.999101398618045,24.0942535251106,9.10535326359569,2.231905178347671,0
1,2,29.957518074612885,22.298924208417965,17.94601658481642,5.793498079492127,0
1,36,27.926265469726353,22.15103338413777,8.080351456002496,8.080351456002496,0
1,3,29.388490609233056,21.689771757168035,12.482588289515796,8.356846290637934,0
2,35,28.79245539587466,22.41788845476904,11.807701383578902,11.807701383578902,0
1,43,26.600917065116032,22.20416350195723,9.92918717032072,8.60882343823314,0
0,38,26.290279327111925,21.636840924498333,8.739627248770761,8.53830492022584,0
7,9,29.999880612442656,26.101987522114147,5.655406249898573,2.0,0
1,5,26.2690820744352,21.518052688489433,19.58262841890027,8.019856782818156,0
2,17,29.962673842429748,22.530613227316213,2.7576025061787726,2.0000000000001865,0
2,4,29.974112382400634,22.06713708871682,26.468044961428845,10.33583771991608,0
5,2,29.999998720439393,25.203664284582338,nan,6.0000004938254445,0
1,40,29.92357730200306,22.649913387482297,4.244604563690376,4.244604563690376,0
3,23,29.99913747028032,23.30388518811957,4.402245881311561,4.402245881311561,0
0,25,29.571049188497415,23.375838762200384,18.487463047041427,9.999949276077873,0
2,21,29.997046317118237,22.97785472932506,0.975570562426924,0.975570562426924,1
0,44,28.295616040082447,22.41744671650791,12.827760194137158,10.249024836538972,0
3,0,29.981405049902797,22.536829133816735,12.601792411751717,2.0,0
0,33,25.0,21.537221429911728,19.463497592305696,18.53033702618597,0
4,13,29.60018813533462,21.726525318247653,0.7433390635109614,0.7433390635109614,0
4,18,29.979459524095546,22.76250133719694,0.5845183604691799,0.5845183604691799,0
4,12,29.986376250449545,23.655293750654835,1.3945593986691507,1.3945593986691507,1
0,14,25.0,21.798985433684006,3.677659346681399,3.677659346681399,0
2,8,29.97995933473624,22.808504824348756,8.375049373562932,2.0,0
3,6,29.762078783142826,22.79561392005614,3.873756355816723,3.873756355816723,0
0,54,25.0,21.990357922132507,16.41714212012848,3.5047667183381748,0
1,8,25.0,20.78248300548511,9.751682866175877,9.318183762879801,0
0,19,29.84758885061188,21.459333040708483,15.479513444089335,15.479513444089335,0
2,2,29.997470612122406,22.36515034389851,13.15887102578555,2.008983070173315,0
7,8,29.999999781129024,23.927725116517976,1.9534567791113484,1.9534567791113484,0
1,37,29.126106970994627,21.471278124725544,8.45010498748748,4.203799419812094,0
3,37,29.999839864913863,23.345277741180478,9.693534682469434,9.693534682469434,0
3,12,29.999879427312724,23.511520336281254,15.269096746282745,1.9999690540630506,0
2,31,29.992799940745407,22.516613705821786,16.18740757573515,2.4563002848122033,0
2,7,28.787193270941888,22.107240800530825,4.898778244111851,1.9997778995774702,0
0,21,28.294984547619027,21.106861539806207,8.974983687000401,8.974983687000401,0
3,5,29.998657592243433,22.79561392005745,10.187036771661631,4.780855178179471,0
5,12,29.9931802463943,25.07445210777948,4.6953757059801635,2.0,0
3,33,29.83903267389072,22.348838525120968,13.375218087672332,4.532866221440515,0
1,54,26.600926975215337,21.09303741406659,4.16634761740505,4.16634761740505,0
2,13,29.69672162473222,21.570448357143533,11.176641113408055,5.999999586666179,0
1,36,29.538904727712477,22.82866998865961,1.9031888613450847,1.9031888613450847,0
1,9,26.600916840724523,20.875084118731742,7.241309214835956,7.241309214835956,0
3,19,29.93798446441446,23.655622622228027,12.334303022892042,2.0000001070433635,0
1,1,29.985806287071846,21.983489515470907,16.488698236662014,6.0,0
0,2,25.0,20.345282794229647,11.727094728023502,11.727094728023502,0
4,7,29.99035194430215,22.9611463615764,4.797486690044774,4.797486690044774,0
2,6,29.978732308392743,22.034024516083935,7.780469354508585,5.999674401533515,0
2,2,29.943589430424648,22.365150248265657,18.782058775432507,1.999994231506255,0
2,5,29.97871328893854,22.497600552704018,12.58229567579545,1.9999999999999982,0
4,13,29.99968075894931,23.45691035148038,12.202424496747424,1.9966788352076739,0
1,23,29.88166791667835,23.083487044883622,4.870358317154817,4.870358317154817,0
5,16,29.99999995689052,25.377459696884035,3.8775871578047933,2.0000007481595077,0
2,26,29.98076376846225,22.6194979535769,4.752038695431996,4.6738708414922785,0
1,17,28.295173600561263,21.570448305817735,9.435283836974762,2.636149335825702,0
1,32,25.0,21.84952985937051,14.44874915363552,6.6832963946632375,0
6,5,29.999101159435824,25.853214456601467,3.754479957292807,1.9993247069949271,0
5,4,29.943589430424648,24.96062999020681,5.246671126346164,1.999520662365358,0
1,2,29.943589430424648,21.47111060879918,10.713955682079177,5.958833157393869,0
1,16,28.66228137379674,21.636673522474847,3.7123558388132656,3.7123558388132656,0
0,6,25.0,21.471089043159495,5.125954734407048,2.0001876973616888,0
3,9,29.990350877873357,21.56355493539502,5.5889681125912185,5.5889681125912185,0
2,36,29.887541388111092,22.74857255374238,4.728790379654935,2.162284891506796,0
0,29,25.0,21.073759615421366,12.441721967596537,11.728453297810912,0
1,48,29.892055476371247,22.00744594544273,7.745527656919666,7.745527656919666,0
3,1,28.720598764441785,21.934680277857634,17.931207727923926,1.999998398417608,0
2,20,29.9863622530707,24.2495133164453,8.927233505884084,8.798749063323449,0
0,8,27.592614320659195,21.106872198177847,18.31327077351221,7.235702440356509,0
2,18,29.9899473653177,22.10024878162345,12.518353693631802,2.0293921724877038,0
1,10,29.97170379123158,21.802232655811746,11.86194702900564,10.946598783559903,0
1,13,26.600921894886255,21.934676545984402,7.822836778196202,1.9999999259846244,0
2,14,29.99516169290022,23.837628603752467,0.6299709630838226,0.6299709630838226,1
2,34,29.999101398618045,23.391635438298263,11.619961141143675,6.020225166151745,0
1,14,28.792426873607088,21.359422178917697,3.11886597929719,3.11886597929719,0
3,2,29.841215233230315,22.26581259555414,16.50537975863074,2.4912498462705184,0
